"Master","RecordType","RecordKey","Id","Name"
"Bloodmoon.esm","Apparatus","id:apparatus_a_spipe_01","apparatus_a_spipe_01","Pipe"
"Bloodmoon.esm","Armor","id:steel_cuirass","steel_cuirass","Steel Cuirass"
"Morrowind.esm","Cell","cell:|-11|8","",""
"Morrowind.esm","Cell","cell:|11|9","",""
"Morrowind.esm","Cell","cell:|11|-9","",""
"Morrowind.esm","Cell","cell:|12|0","",""
"Morrowind.esm","Cell","cell:|12|1","",""
"Morrowind.esm","Cell","cell:|12|-1","",""
"Morrowind.esm","Cell","cell:|12|10","",""
"Morrowind.esm","Cell","cell:|-12|10","",""
"Morrowind.esm","Cell","cell:|12|11","",""
"Morrowind.esm","Cell","cell:|12|-11","",""
"Morrowind.esm","Cell","cell:|-12|11","",""
"Morrowind.esm","Cell","cell:|12|12","",""
"Morrowind.esm","Cell","cell:|12|-12","",""
"Morrowind.esm","Cell","cell:|-12|12","",""
"Morrowind.esm","Cell","cell:|12|-13","",""
"Morrowind.esm","Cell","cell:|-12|13","",""
"Morrowind.esm","Cell","cell:|12|14","",""
"Morrowind.esm","Cell","cell:|12|-14","",""
"Morrowind.esm","Cell","cell:|-12|14","",""
"Morrowind.esm","Cell","cell:|12|15","",""
"Morrowind.esm","Cell","cell:|12|-15","",""
"Morrowind.esm","Cell","cell:|-12|15","",""
"Morrowind.esm","Cell","cell:|12|16","",""
"Morrowind.esm","Cell","cell:|12|-16","",""
"Morrowind.esm","Cell","cell:|-12|16","",""
"Morrowind.esm","Cell","cell:|12|17","",""
"Morrowind.esm","Cell","cell:|12|-17","",""
"Morrowind.esm","Cell","cell:|-12|17","",""
"Morrowind.esm","Cell","cell:|12|18","",""
"Morrowind.esm","Cell","cell:|-12|18","",""
"Morrowind.esm","Cell","cell:|12|19","",""
"Morrowind.esm","Cell","cell:|-12|19","",""
"Morrowind.esm","Cell","cell:|12|2","",""
"Morrowind.esm","Cell","cell:|12|-2","",""
"Morrowind.esm","Cell","cell:|12|20","",""
"Morrowind.esm","Cell","cell:|-12|20","",""
"Morrowind.esm","Cell","cell:|12|21","",""
"Morrowind.esm","Cell","cell:|12|22","",""
"Morrowind.esm","Cell","cell:|12|3","",""
"Morrowind.esm","Cell","cell:|12|-3","",""
"Morrowind.esm","Cell","cell:|12|-4","",""
"Morrowind.esm","Cell","cell:|-12|4","",""
"Morrowind.esm","Cell","cell:|12|5","",""
"Morrowind.esm","Cell","cell:|12|-5","",""
"Morrowind.esm","Cell","cell:|-12|5","",""
"Morrowind.esm","Cell","cell:|12|6","",""
"Morrowind.esm","Cell","cell:|12|-6","",""
"Morrowind.esm","Cell","cell:|-12|6","",""
"Morrowind.esm","Cell","cell:|12|7","",""
"Morrowind.esm","Cell","cell:|12|-7","",""
"Morrowind.esm","Cell","cell:|-12|7","",""
"Morrowind.esm","Cell","cell:|12|8","",""
"Morrowind.esm","Cell","cell:|-12|8","",""
"Morrowind.esm","Cell","cell:|12|9","",""
"Morrowind.esm","Cell","cell:|12|-9","",""
"Morrowind.esm","Cell","cell:|-12|9","",""
"Morrowind.esm","Cell","cell:|13|0","",""
"Morrowind.esm","Cell","cell:|13|1","",""
"Morrowind.esm","Cell","cell:|13|10","",""
"Morrowind.esm","Cell","cell:|13|-10","",""
"Morrowind.esm","Cell","cell:|-13|10","",""
"Morrowind.esm","Cell","cell:|13|11","",""
"Morrowind.esm","Cell","cell:|13|-11","",""
"Morrowind.esm","Cell","cell:|-13|11","",""
"Morrowind.esm","Cell","cell:|13|12","",""
"Morrowind.esm","Cell","cell:|13|-12","",""
"Morrowind.esm","Cell","cell:|-13|12","",""
"Morrowind.esm","Cell","cell:|13|13","",""
"Morrowind.esm","Cell","cell:|13|-13","",""
"Morrowind.esm","Cell","cell:|-13|13","",""
"Morrowind.esm","Cell","cell:|13|-14","",""
"Morrowind.esm","Cell","cell:|-13|14","",""
"Morrowind.esm","Cell","cell:|13|15","",""
"Morrowind.esm","Cell","cell:|13|-15","",""
"Morrowind.esm","Cell","cell:|-13|15","",""
"Morrowind.esm","Cell","cell:|13|16","",""
"Morrowind.esm","Cell","cell:|13|-16","",""
"Morrowind.esm","Cell","cell:|-13|16","",""
"Morrowind.esm","Cell","cell:|13|17","",""
"Morrowind.esm","Cell","cell:|13|-17","",""
"Morrowind.esm","Cell","cell:|-13|17","",""
"Morrowind.esm","Cell","cell:|13|18","",""
"Morrowind.esm","Cell","cell:|-13|18","",""
"Morrowind.esm","Cell","cell:|13|19","",""
"Morrowind.esm","Cell","cell:|13|2","",""
"Morrowind.esm","Cell","cell:|13|-2","",""
"Morrowind.esm","Cell","cell:|13|20","",""
"Morrowind.esm","Cell","cell:|13|21","",""
"Morrowind.esm","Cell","cell:|13|22","",""
"Morrowind.esm","Cell","cell:|13|3","",""
"Morrowind.esm","Cell","cell:|13|-3","",""
"Morrowind.esm","Cell","cell:|13|4","",""
"Morrowind.esm","Cell","cell:|13|-4","",""
"Morrowind.esm","Cell","cell:|13|5","",""
"Morrowind.esm","Cell","cell:|13|-5","",""
"Morrowind.esm","Cell","cell:|-13|5","",""
"Morrowind.esm","Cell","cell:|13|6","",""
"Morrowind.esm","Cell","cell:|13|-6","",""
"Morrowind.esm","Cell","cell:|-13|6","",""
"Morrowind.esm","Cell","cell:|13|7","",""
"Morrowind.esm","Cell","cell:|13|-7","",""
"Morrowind.esm","Cell","cell:|-13|7","",""
"Morrowind.esm","Cell","cell:|13|8","",""
"Morrowind.esm","Cell","cell:|-13|8","",""
"Morrowind.esm","Cell","cell:|13|9","",""
"Morrowind.esm","Cell","cell:|13|-9","",""
"Morrowind.esm","Cell","cell:|-13|9","",""
"Morrowind.esm","Cell","cell:|14|0","",""
"Morrowind.esm","Cell","cell:|14|1","",""
"Morrowind.esm","Cell","cell:|14|-1","",""
"Morrowind.esm","Cell","cell:|14|10","",""
"Morrowind.esm","Cell","cell:|14|-10","",""
"Morrowind.esm","Cell","cell:|-14|10","",""
"Morrowind.esm","Cell","cell:|14|11","",""
"Morrowind.esm","Cell","cell:|14|-11","",""
"Morrowind.esm","Cell","cell:|-14|11","",""
"Morrowind.esm","Cell","cell:|14|12","",""
"Morrowind.esm","Cell","cell:|14|-12","",""
"Morrowind.esm","Cell","cell:|-14|12","",""
"Morrowind.esm","Cell","cell:|14|13","",""
"Morrowind.esm","Cell","cell:|-14|13","",""
"Morrowind.esm","Cell","cell:|14|14","",""
"Morrowind.esm","Cell","cell:|14|-14","",""
"Morrowind.esm","Cell","cell:|-14|14","",""
"Morrowind.esm","Cell","cell:|14|15","",""
"Morrowind.esm","Cell","cell:|14|-15","",""
"Morrowind.esm","Cell","cell:|-14|15","",""
"Morrowind.esm","Cell","cell:|14|16","",""
"Morrowind.esm","Cell","cell:|14|-16","",""
"Morrowind.esm","Cell","cell:|-14|16","",""
"Morrowind.esm","Cell","cell:|14|17","",""
"Morrowind.esm","Cell","cell:|14|-17","",""
"Morrowind.esm","Cell","cell:|-14|17","",""
"Morrowind.esm","Cell","cell:|14|18","",""
"Morrowind.esm","Cell","cell:|14|19","",""
"Morrowind.esm","Cell","cell:|14|2","",""
"Morrowind.esm","Cell","cell:|14|-2","",""
"Morrowind.esm","Cell","cell:|14|20","",""
"Morrowind.esm","Cell","cell:|14|21","",""
"Morrowind.esm","Cell","cell:|14|22","",""
"Morrowind.esm","Cell","cell:|14|3","",""
"Morrowind.esm","Cell","cell:|14|-3","",""
"Morrowind.esm","Cell","cell:|14|4","",""
"Morrowind.esm","Cell","cell:|14|5","",""
"Morrowind.esm","Cell","cell:|14|-5","",""
"Morrowind.esm","Cell","cell:|14|6","",""
"Morrowind.esm","Cell","cell:|14|-6","",""
"Morrowind.esm","Cell","cell:|-14|6","",""
"Morrowind.esm","Cell","cell:|14|7","",""
"Morrowind.esm","Cell","cell:|14|-7","",""
"Morrowind.esm","Cell","cell:|-14|7","",""
"Morrowind.esm","Cell","cell:|14|8","",""
"Morrowind.esm","Cell","cell:|14|-8","",""
"Morrowind.esm","Cell","cell:|-14|8","",""
"Morrowind.esm","Cell","cell:|14|9","",""
"Morrowind.esm","Cell","cell:|14|-9","",""
"Morrowind.esm","Cell","cell:|-14|9","",""
"Morrowind.esm","Cell","cell:|15|0","",""
"Morrowind.esm","Cell","cell:|15|-1","",""
"Morrowind.esm","Cell","cell:|15|10","",""
"Morrowind.esm","Cell","cell:|15|-10","",""
"Morrowind.esm","Cell","cell:|-15|10","",""
"Morrowind.esm","Cell","cell:|15|11","",""
"Morrowind.esm","Cell","cell:|15|-11","",""
"Morrowind.esm","Cell","cell:|-15|11","",""
"Morrowind.esm","Cell","cell:|15|12","",""
"Morrowind.esm","Cell","cell:|15|-12","",""
"Morrowind.esm","Cell","cell:|-15|12","",""
"Morrowind.esm","Cell","cell:|15|13","",""
"Morrowind.esm","Cell","cell:|-15|13","",""
"Morrowind.esm","Cell","cell:|15|14","",""
"Morrowind.esm","Cell","cell:|15|-14","",""
"Morrowind.esm","Cell","cell:|-15|14","",""
"Morrowind.esm","Cell","cell:|15|15","",""
"Morrowind.esm","Cell","cell:|15|-15","",""
"Morrowind.esm","Cell","cell:|-15|15","",""
"Morrowind.esm","Cell","cell:|15|16","",""
"Morrowind.esm","Cell","cell:|15|-16","",""
"Morrowind.esm","Cell","cell:|-15|16","",""
"Morrowind.esm","Cell","cell:|15|17","",""
"Morrowind.esm","Cell","cell:|15|-17","",""
"Morrowind.esm","Cell","cell:|-15|17","",""
"Morrowind.esm","Cell","cell:|15|18","",""
"Morrowind.esm","Cell","cell:|15|2","",""
"Morrowind.esm","Cell","cell:|15|-2","",""
"Morrowind.esm","Cell","cell:|15|3","",""
"Morrowind.esm","Cell","cell:|15|-3","",""
"Morrowind.esm","Cell","cell:|15|4","",""
"Morrowind.esm","Cell","cell:|15|-4","",""
"Morrowind.esm","Cell","cell:|15|-5","",""
"Morrowind.esm","Cell","cell:|15|6","",""
"Morrowind.esm","Cell","cell:|15|-6","",""
"Morrowind.esm","Cell","cell:|15|7","",""
"Morrowind.esm","Cell","cell:|15|-7","",""
"Morrowind.esm","Cell","cell:|15|8","",""
"Morrowind.esm","Cell","cell:|15|-8","",""
"Morrowind.esm","Cell","cell:|-15|8","",""
"Morrowind.esm","Cell","cell:|15|9","",""
"Morrowind.esm","Cell","cell:|15|-9","",""
"Morrowind.esm","Cell","cell:|-15|9","",""
"Morrowind.esm","Cell","cell:|16|0","",""
"Morrowind.esm","Cell","cell:|16|1","",""
"Morrowind.esm","Cell","cell:|16|-1","",""
"Morrowind.esm","Cell","cell:|16|10","",""
"Morrowind.esm","Cell","cell:|16|-10","",""
"Morrowind.esm","Cell","cell:|-16|10","",""
"Morrowind.esm","Cell","cell:|16|11","",""
"Morrowind.esm","Cell","cell:|16|-11","",""
"Morrowind.esm","Cell","cell:|-16|11","",""
"Morrowind.esm","Cell","cell:|16|12","",""
"Morrowind.esm","Cell","cell:|16|-12","",""
"Morrowind.esm","Cell","cell:|-16|12","",""
"Morrowind.esm","Cell","cell:|16|13","",""
"Morrowind.esm","Cell","cell:|16|-13","",""
"Morrowind.esm","Cell","cell:|-16|13","",""
"Morrowind.esm","Cell","cell:|16|14","",""
"Morrowind.esm","Cell","cell:|16|-14","",""
"Morrowind.esm","Cell","cell:|-16|14","",""
"Morrowind.esm","Cell","cell:|16|15","",""
"Morrowind.esm","Cell","cell:|16|-15","",""
"Morrowind.esm","Cell","cell:|-16|15","",""
"Morrowind.esm","Cell","cell:|16|16","",""
"Morrowind.esm","Cell","cell:|16|-16","",""
"Morrowind.esm","Cell","cell:|-16|16","",""
"Morrowind.esm","Cell","cell:|16|17","",""
"Morrowind.esm","Cell","cell:|16|-17","",""
"Morrowind.esm","Cell","cell:|-16|17","",""
"Morrowind.esm","Cell","cell:|16|2","",""
"Morrowind.esm","Cell","cell:|16|-2","",""
"Morrowind.esm","Cell","cell:|16|3","",""
"Morrowind.esm","Cell","cell:|16|-3","",""
"Morrowind.esm","Cell","cell:|16|4","",""
"Morrowind.esm","Cell","cell:|16|-4","",""
"Morrowind.esm","Cell","cell:|16|5","",""
"Morrowind.esm","Cell","cell:|16|-5","",""
"Morrowind.esm","Cell","cell:|16|6","",""
"Morrowind.esm","Cell","cell:|16|-6","",""
"Morrowind.esm","Cell","cell:|16|7","",""
"Morrowind.esm","Cell","cell:|16|-7","",""
"Morrowind.esm","Cell","cell:|16|8","",""
"Morrowind.esm","Cell","cell:|16|-8","",""
"Morrowind.esm","Cell","cell:|16|9","",""
"Morrowind.esm","Cell","cell:|16|-9","",""
"Morrowind.esm","Cell","cell:|-16|9","",""
"Morrowind.esm","Cell","cell:|17|0","",""
"Morrowind.esm","Cell","cell:|17|1","",""
"Morrowind.esm","Cell","cell:|17|-1","",""
"Morrowind.esm","Cell","cell:|17|10","",""
"Morrowind.esm","Cell","cell:|17|-10","",""
"Morrowind.esm","Cell","cell:|-17|10","",""
"Morrowind.esm","Cell","cell:|17|11","",""
"Morrowind.esm","Cell","cell:|17|-11","",""
"Morrowind.esm","Cell","cell:|-17|11","",""
"Morrowind.esm","Cell","cell:|17|12","",""
"Morrowind.esm","Cell","cell:|17|-12","",""
"Morrowind.esm","Cell","cell:|-17|12","",""
"Morrowind.esm","Cell","cell:|17|13","",""
"Morrowind.esm","Cell","cell:|17|-13","",""
"Morrowind.esm","Cell","cell:|-17|13","",""
"Morrowind.esm","Cell","cell:|17|14","",""
"Morrowind.esm","Cell","cell:|17|-14","",""
"Morrowind.esm","Cell","cell:|-17|14","",""
"Morrowind.esm","Cell","cell:|17|-15","",""
"Morrowind.esm","Cell","cell:|-17|15","",""
"Morrowind.esm","Cell","cell:|17|-16","",""
"Morrowind.esm","Cell","cell:|-17|16","",""
"Morrowind.esm","Cell","cell:|17|2","",""
"Morrowind.esm","Cell","cell:|17|-2","",""
"Morrowind.esm","Cell","cell:|17|3","",""
"Morrowind.esm","Cell","cell:|17|-3","",""
"Morrowind.esm","Cell","cell:|17|-4","",""
"Morrowind.esm","Cell","cell:|17|-5","",""
"Morrowind.esm","Cell","cell:|17|6","",""
"Morrowind.esm","Cell","cell:|17|7","",""
"Morrowind.esm","Cell","cell:|17|-7","",""
"Morrowind.esm","Cell","cell:|17|8","",""
"Morrowind.esm","Cell","cell:|17|-8","",""
"Morrowind.esm","Cell","cell:|17|9","",""
"Morrowind.esm","Cell","cell:|17|-9","",""
"Morrowind.esm","Cell","cell:|-17|9","",""
"Morrowind.esm","Cell","cell:|18|0","",""
"Morrowind.esm","Cell","cell:|18|1","",""
"Morrowind.esm","Cell","cell:|18|-1","",""
"Morrowind.esm","Cell","cell:|18|10","",""
"Morrowind.esm","Cell","cell:|18|-10","",""
"Morrowind.esm","Cell","cell:|-18|10","",""
"Morrowind.esm","Cell","cell:|18|11","",""
"Morrowind.esm","Cell","cell:|18|-11","",""
"Morrowind.esm","Cell","cell:|-18|11","",""
"Morrowind.esm","Cell","cell:|18|12","",""
"Morrowind.esm","Cell","cell:|18|-12","",""
"Morrowind.esm","Cell","cell:|-18|12","",""
"Morrowind.esm","Cell","cell:|18|13","",""
"Morrowind.esm","Cell","cell:|18|-13","",""
"Morrowind.esm","Cell","cell:|-18|13","",""
"Morrowind.esm","Cell","cell:|18|-14","",""
"Morrowind.esm","Cell","cell:|18|-15","",""
"Morrowind.esm","Cell","cell:|18|-16","",""
"Morrowind.esm","Cell","cell:|18|2","",""
"Morrowind.esm","Cell","cell:|18|-2","",""
"Morrowind.esm","Cell","cell:|18|-3","",""
"Morrowind.esm","Cell","cell:|18|-4","",""
"Morrowind.esm","Cell","cell:|18|5","",""
"Morrowind.esm","Cell","cell:|18|-5","",""
"Morrowind.esm","Cell","cell:|18|6","",""
"Morrowind.esm","Cell","cell:|18|-6","",""
"Morrowind.esm","Cell","cell:|18|7","",""
"Morrowind.esm","Cell","cell:|18|-7","",""
"Morrowind.esm","Cell","cell:|18|8","",""
"Morrowind.esm","Cell","cell:|18|-8","",""
"Morrowind.esm","Cell","cell:|18|9","",""
"Morrowind.esm","Cell","cell:|18|-9","",""
"Morrowind.esm","Cell","cell:|19|0","",""
"Morrowind.esm","Cell","cell:|19|1","",""
"Morrowind.esm","Cell","cell:|19|-1","",""
"Morrowind.esm","Cell","cell:|19|10","",""
"Morrowind.esm","Cell","cell:|19|-10","",""
"Morrowind.esm","Cell","cell:|19|11","",""
"Morrowind.esm","Cell","cell:|19|-11","",""
"Morrowind.esm","Cell","cell:|19|-12","",""
"Morrowind.esm","Cell","cell:|19|2","",""
"Morrowind.esm","Cell","cell:|19|-2","",""
"Morrowind.esm","Cell","cell:|19|3","",""
"Morrowind.esm","Cell","cell:|19|-3","",""
"Morrowind.esm","Cell","cell:|19|4","",""
"Morrowind.esm","Cell","cell:|19|5","",""
"Morrowind.esm","Cell","cell:|19|-5","",""
"Morrowind.esm","Cell","cell:|19|6","",""
"Morrowind.esm","Cell","cell:|19|-6","",""
"Morrowind.esm","Cell","cell:|19|7","",""
"Morrowind.esm","Cell","cell:|19|-7","",""
"Morrowind.esm","Cell","cell:|19|8","",""
"Morrowind.esm","Cell","cell:|19|-8","",""
"Morrowind.esm","Cell","cell:|19|9","",""
"Morrowind.esm","Cell","cell:|19|-9","",""
"Morrowind.esm","Cell","cell:|2|0","",""
"Morrowind.esm","Cell","cell:|-2|0","",""
"Morrowind.esm","Cell","cell:|2|1","",""
"Morrowind.esm","Cell","cell:|2|-1","",""
"Morrowind.esm","Cell","cell:|-2|1","",""
"Morrowind.esm","Cell","cell:|-2|-1","",""
"Morrowind.esm","Cell","cell:|2|10","",""
"Morrowind.esm","Cell","cell:|-2|10","",""
"Morrowind.esm","Cell","cell:|2|11","",""
"Morrowind.esm","Cell","cell:|-2|11","",""
"Morrowind.esm","Cell","cell:|-2|-11","",""
"Morrowind.esm","Cell","cell:|2|12","",""
"Morrowind.esm","Cell","cell:|2|-12","",""
"Morrowind.esm","Cell","cell:|-2|12","",""
"Morrowind.esm","Cell","cell:|-2|-12","",""
"Morrowind.esm","Cell","cell:|2|13","",""
"Morrowind.esm","Cell","cell:|-2|13","",""
"Morrowind.esm","Cell","cell:|-2|-13","",""
"Morrowind.esm","Cell","cell:|2|14","",""
"Morrowind.esm","Cell","cell:|2|-14","",""
"Morrowind.esm","Cell","cell:|-2|14","",""
"Morrowind.esm","Cell","cell:|-2|-14","",""
"Morrowind.esm","Cell","cell:|2|15","",""
"Morrowind.esm","Cell","cell:|2|-15","",""
"Morrowind.esm","Cell","cell:|-2|-15","",""
"Morrowind.esm","Cell","cell:|2|16","",""
"Morrowind.esm","Cell","cell:|2|-16","",""
"Morrowind.esm","Cell","cell:|-2|16","",""
"Morrowind.esm","Cell","cell:|2|17","",""
"Morrowind.esm","Cell","cell:|2|-17","",""
"Morrowind.esm","Cell","cell:|-2|17","",""
"Morrowind.esm","Cell","cell:|2|18","",""
"Morrowind.esm","Cell","cell:|-2|18","",""
"Morrowind.esm","Cell","cell:|2|19","",""
"Morrowind.esm","Cell","cell:|-2|19","",""
"Morrowind.esm","Cell","cell:|2|2","",""
"Morrowind.esm","Cell","cell:|2|-2","",""
"Morrowind.esm","Cell","cell:|2|20","",""
"Morrowind.esm","Cell","cell:|-2|20","",""
"Morrowind.esm","Cell","cell:|2|21","",""
"Morrowind.esm","Cell","cell:|-2|21","",""
"Morrowind.esm","Cell","cell:|2|22","",""
"Morrowind.esm","Cell","cell:|-2|22","",""
"Morrowind.esm","Cell","cell:|2|23","",""
"Morrowind.esm","Cell","cell:|-2|23","",""
"Morrowind.esm","Cell","cell:|2|24","",""
"Morrowind.esm","Cell","cell:|-2|24","",""
"Morrowind.esm","Cell","cell:|2|25","",""
"Morrowind.esm","Cell","cell:|-2|25","",""
"Morrowind.esm","Cell","cell:|2|26","",""
"Morrowind.esm","Cell","cell:|-2|26","",""
"Morrowind.esm","Cell","cell:|-2|27","",""
"Morrowind.esm","Cell","cell:|2|3","",""
"Morrowind.esm","Cell","cell:|2|-3","",""
"Morrowind.esm","Cell","cell:|-2|3","",""
"Morrowind.esm","Cell","cell:|-2|-3","",""
"Morrowind.esm","Cell","cell:|2|-4","",""
"Morrowind.esm","Cell","cell:|-2|4","",""
"Morrowind.esm","Cell","cell:|-2|-4","",""
"Morrowind.esm","Cell","cell:|2|5","",""
"Morrowind.esm","Cell","cell:|2|-5","",""
"Morrowind.esm","Cell","cell:|-2|-5","",""
"Morrowind.esm","Cell","cell:|2|6","",""
"Morrowind.esm","Cell","cell:|-2|-6","",""
"Morrowind.esm","Cell","cell:|2|7","",""
"Morrowind.esm","Cell","cell:|-2|-7","",""
"Morrowind.esm","Cell","cell:|2|-8","",""
"Morrowind.esm","Cell","cell:|-2|8","",""
"Morrowind.esm","Cell","cell:|-2|-8","",""
"Morrowind.esm","Cell","cell:|2|9","",""
"Morrowind.esm","Cell","cell:|2|-9","",""
"Morrowind.esm","Cell","cell:|-2|9","",""
"Morrowind.esm","Cell","cell:|20|0","",""
"Morrowind.esm","Cell","cell:|20|1","",""
"Morrowind.esm","Cell","cell:|20|-1","",""
"Morrowind.esm","Cell","cell:|20|10","",""
"Morrowind.esm","Cell","cell:|20|-10","",""
"Morrowind.esm","Cell","cell:|20|-11","",""
"Morrowind.esm","Cell","cell:|20|-12","",""
"Morrowind.esm","Cell","cell:|20|2","",""
"Morrowind.esm","Cell","cell:|20|-2","",""
"Morrowind.esm","Cell","cell:|20|3","",""
"Morrowind.esm","Cell","cell:|20|-3","",""
"Morrowind.esm","Cell","cell:|20|4","",""
"Morrowind.esm","Cell","cell:|20|-4","",""
"Morrowind.esm","Cell","cell:|20|5","",""
"Morrowind.esm","Cell","cell:|20|-5","",""
"Morrowind.esm","Cell","cell:|20|6","",""
"Morrowind.esm","Cell","cell:|20|-6","",""
"Morrowind.esm","Cell","cell:|20|7","",""
"Morrowind.esm","Cell","cell:|20|-7","",""
"Morrowind.esm","Cell","cell:|20|8","",""
"Morrowind.esm","Cell","cell:|20|-8","",""
"Morrowind.esm","Cell","cell:|20|9","",""
"Morrowind.esm","Cell","cell:|20|-9","",""
"Morrowind.esm","Cell","cell:|21|0","",""
"Morrowind.esm","Cell","cell:|21|1","",""
"Morrowind.esm","Cell","cell:|21|-1","",""
"Morrowind.esm","Cell","cell:|21|10","",""
"Morrowind.esm","Cell","cell:|21|-10","",""
"Morrowind.esm","Cell","cell:|21|-11","",""
"Morrowind.esm","Cell","cell:|21|-12","",""
"Morrowind.esm","Cell","cell:|21|2","",""
"Morrowind.esm","Cell","cell:|21|-2","",""
"Morrowind.esm","Cell","cell:|21|3","",""
"Morrowind.esm","Cell","cell:|21|-3","",""
"Morrowind.esm","Cell","cell:|21|4","",""
"Morrowind.esm","Cell","cell:|21|-4","",""
"Morrowind.esm","Cell","cell:|21|5","",""
"Morrowind.esm","Cell","cell:|21|-5","",""
"Morrowind.esm","Cell","cell:|21|6","",""
"Morrowind.esm","Cell","cell:|21|-6","",""
"Morrowind.esm","Cell","cell:|21|7","",""
"Morrowind.esm","Cell","cell:|21|-7","",""
"Morrowind.esm","Cell","cell:|21|8","",""
"Morrowind.esm","Cell","cell:|21|-8","",""
"Morrowind.esm","Cell","cell:|21|9","",""
"Morrowind.esm","Cell","cell:|21|-9","",""
"Morrowind.esm","Cell","cell:|22|0","",""
"Morrowind.esm","Cell","cell:|22|1","",""
"Morrowind.esm","Cell","cell:|22|-1","",""
"Morrowind.esm","Cell","cell:|22|-10","",""
"Morrowind.esm","Cell","cell:|22|-11","",""
"Morrowind.esm","Cell","cell:|22|-12","",""
"Morrowind.esm","Cell","cell:|22|2","",""
"Morrowind.esm","Cell","cell:|22|-2","",""
"Morrowind.esm","Cell","cell:|22|3","",""
"Morrowind.esm","Cell","cell:|22|-3","",""
"Morrowind.esm","Cell","cell:|22|4","",""
"Morrowind.esm","Cell","cell:|22|-4","",""
"Morrowind.esm","Cell","cell:|22|5","",""
"Morrowind.esm","Cell","cell:|22|-5","",""
"Morrowind.esm","Cell","cell:|22|6","",""
"Morrowind.esm","Cell","cell:|22|-6","",""
"Morrowind.esm","Cell","cell:|22|7","",""
"Morrowind.esm","Cell","cell:|22|-7","",""
"Morrowind.esm","Cell","cell:|22|8","",""
"Morrowind.esm","Cell","cell:|22|-8","",""
"Morrowind.esm","Cell","cell:|22|-9","",""
"Morrowind.esm","Cell","cell:|23|0","",""
"Morrowind.esm","Cell","cell:|23|1","",""
"Morrowind.esm","Cell","cell:|23|-1","",""
"Morrowind.esm","Cell","cell:|23|-10","",""
"Morrowind.esm","Cell","cell:|23|-11","",""
"Morrowind.esm","Cell","cell:|23|-12","",""
"Morrowind.esm","Cell","cell:|23|2","",""
"Morrowind.esm","Cell","cell:|23|-2","",""
"Morrowind.esm","Cell","cell:|23|3","",""
"Morrowind.esm","Cell","cell:|23|-3","",""
"Morrowind.esm","Cell","cell:|23|4","",""
"Morrowind.esm","Cell","cell:|23|-4","",""
"Morrowind.esm","Cell","cell:|23|5","",""
"Morrowind.esm","Cell","cell:|23|-5","",""
"Morrowind.esm","Cell","cell:|23|6","",""
"Morrowind.esm","Cell","cell:|23|-6","",""
"Morrowind.esm","Cell","cell:|23|7","",""
"Morrowind.esm","Cell","cell:|23|-7","",""
"Morrowind.esm","Cell","cell:|23|-8","",""
"Morrowind.esm","Cell","cell:|23|-9","",""
"Morrowind.esm","Cell","cell:|3|0","",""
"Morrowind.esm","Cell","cell:|-3|0","",""
"Morrowind.esm","Cell","cell:|3|1","",""
"Morrowind.esm","Cell","cell:|3|-1","",""
"Morrowind.esm","Cell","cell:|-3|1","",""
"Morrowind.esm","Cell","cell:|-3|-1","",""
"Morrowind.esm","Cell","cell:|3|10","",""
"Morrowind.esm","Cell","cell:|-3|10","",""
"Morrowind.esm","Cell","cell:|-3|-10","",""
"Morrowind.esm","Cell","cell:|3|11","",""
"Morrowind.esm","Cell","cell:|-3|11","",""
"Morrowind.esm","Cell","cell:|-3|-11","",""
"Morrowind.esm","Cell","cell:|3|12","",""
"Morrowind.esm","Cell","cell:|-3|-12","",""
"Morrowind.esm","Cell","cell:|3|13","",""
"Morrowind.esm","Cell","cell:|-3|13","",""
"Morrowind.esm","Cell","cell:|-3|-13","",""
"Morrowind.esm","Cell","cell:|3|14","",""
"Morrowind.esm","Cell","cell:|-3|14","",""
"Morrowind.esm","Cell","cell:|-3|-14","",""
"Morrowind.esm","Cell","cell:|3|15","",""
"Morrowind.esm","Cell","cell:|3|-15","",""
"Morrowind.esm","Cell","cell:|-3|15","",""
"Morrowind.esm","Cell","cell:|3|16","",""
"Morrowind.esm","Cell","cell:|3|-16","",""
"Morrowind.esm","Cell","cell:|-3|16","",""
"Morrowind.esm","Cell","cell:|3|17","",""
"Morrowind.esm","Cell","cell:|3|-17","",""
"Morrowind.esm","Cell","cell:|-3|17","",""
"Morrowind.esm","Cell","cell:|3|18","",""
"Morrowind.esm","Cell","cell:|-3|18","",""
"Morrowind.esm","Cell","cell:|3|19","",""
"Morrowind.esm","Cell","cell:|-3|19","",""
"Morrowind.esm","Cell","cell:|3|2","",""
"Morrowind.esm","Cell","cell:|3|-2","",""
"Morrowind.esm","Cell","cell:|-3|2","",""
"Morrowind.esm","Cell","cell:|3|20","",""
"Morrowind.esm","Cell","cell:|-3|20","",""
"Morrowind.esm","Cell","cell:|3|21","",""
"Morrowind.esm","Cell","cell:|-3|21","",""
"Morrowind.esm","Cell","cell:|3|22","",""
"Morrowind.esm","Cell","cell:|-3|22","",""
"Morrowind.esm","Cell","cell:|3|23","",""
"Morrowind.esm","Cell","cell:|-3|23","",""
"Morrowind.esm","Cell","cell:|3|24","",""
"Morrowind.esm","Cell","cell:|-3|24","",""
"Morrowind.esm","Cell","cell:|3|25","",""
